auditStatus,auditStatusName,dataProductDescription,dataProductType,dataProductTypeLabel,dataProductTypeName,flag,how,id,industry,industryList,industryListLabel,industryName,industrySectorType,industrySectorTypeLabel,industrySectorTypeList,name,node,productProviderName,productStatus,productStatusName,purchasePrice,rn,sceneCategoryType,sceneCategoryTypeLabel,sceneCategoryTypeList
3,,"通过大数据管理平台构建大数据底座，具备数据存储、计算、治理和管理能力，能根据不同行业的数据标准，快速构建数据中心。
",4,数据报告,,0,1,1147251701070315520,6,[6],"[""社保就业""]",,6,青易保,,大数据管理系统,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,"本算法可对公园、街区、广场等检测区域内的人员数量占比进行密度等级划分，人员密度可划定4个等级（非常稀疏、稀疏、密集、非常密集），当密度等级大于指定等级，且持续超过设定时间时（指定等级和设定时间可自定义），则告警，报警结果包括人员密度等级、告警图片、告警时间、告警区域。算法精度：准确率≥95%，召回率≥95%
",4,数据报告,,0,1,1146115247648686080,3,[3],"[""教育科技""]",,3,青易险,,人群密度检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,商业保险客户向保险公司提出投保申请时，根据保险责任和保费缴纳的情况，保险公司在投保人授权的前提下，对保险标的进行必要的核实，通过核保模型对投保人或被保人作出核保评价结论。,1,API,,0,3,1071162453156896768,20,[20],"[""其他""]",,,,,智慧核保-精准授权,一级审批,山大地纬软件股份有限公司,2,,面议,,,,
3,,获取企业在公开、非公开市场发行债券融资数据，返回公告日期、债券简码、债券代码、债权类型、债券评级、发行规模、余额、票面利率、债券期次、债券期限、募集方式、担保人、到期日等信息,1,API,,0,3,1127945984769925120,1,[1],"[""地理空间""]",,1,青易核,,企业债券融资数据,一级审批,青岛金企通信息服务有限公司,2,,协商议价,,2,青易信,
3,,金融机构根据政府公共数据，无需现场核实即可全面了解客户真实现状，在基于金融机构客户授权的前提下，将公共数据安全、可信地应用到金融机构信贷业务中，直接在线完成评估授信，既提高了金融机构办事效率，又降低了服务成本。完善金融机构普惠金融服务模式，探索数据金融、科技金融和人力资本融合助力实体经济发展。,1,API,,0,3,1069683760253313024,6,[6],"[""社保就业""]",,,,,个人社保数据-精准授权,一级审批,山大地纬软件股份有限公司,2,,面议,,,,
3,,"""本算法可实时检测城市街道、建筑物、室内等高、低空场景中的火情，支持识别烟火、烟雾、明火三类目标，通过分析视频画面中的像素变化、颜色特征和动态变化特征等信息，识别火情，一旦检测到，立即告警，报警信息包括火情告警图片、告警时间和告警点位等，便于相关人员及时处理，保障人们的生命财产安全。
算法精度：准确率≥95%，召回率≥90%""
",4,数据报告,,0,1,1146113881345769472,3,[3],"[""教育科技""]",,3,青易险,,烟火检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,基于公有数据，通过企业的电气水等能源系消耗量及原燃料使用量，结合生态环境部等颁布的标准指南进行企业统计碳排放数据的计算，用户可根据企业信用代码进行企业统计排放数据的查询。,1,API,,0,5,1054026902062702592,"8,13,18,19","[8, 13, 18, 19]","[""经贸工商"", ""财税金融"", ""资源环境"", ""信用服务""]",,,,,企业统计碳排放,一级审批,宁波亿衡碳科技有限公司,2,,协商议价,,,,
3,,青岛联通综合运用自身在物联网、移动互联网、云计算、大数据方面的技术优势，整合商企行业多源数据及服务能力，结合各细分领域特点，提供基于人口、位置、消费大数据的洞察和选址解决方案，从而满足不同行业用户的场景需求，为企业实体经营企业提供洞察选址加营销的应用场景指导。,2,数据集,,0,6,917138774291267584,1,[1],"[""地理空间""]",,6,青易保,,极目洞察和选址产品,二级审批,中国联合网络通信有限公司青岛市分公司,2,,按照场景、区域等报价,,12,其他,
3,,“企业行政处罚数据产品”是基于各地公共数据授权运营单位的公共开放数据源，收集、整理、分析和挖掘相关企业行政处罚相关数据形成的数据产品。产品数据覆盖企业各类的行政处罚信息，包括但不限于工商、税务、环保、市场监管、公安、司法、证监会、水利、交通、审计、工信、水、电等领域，基本覆盖全方位的处罚数据内容。能够为银行提供全面的企业行政处罚数据参考。,4,数据报告,,0,2,960230677205815296,"13,19","[13, 19]","[""财税金融"", ""信用服务""]",,1,青易核,,企业处罚报告(PDF格式报告),二级审批,深圳市银之杰科技股份有限公司,2,,协商议价,,2,青易信,
3,,对基于ArcGIS、FME软件的时空大数据进行处理分析。具体价格根据数据量及处理内容等确定。,1,API,,0,1,998649255860670464,"1,18,2,10,15","[1, 2, 10, 15, 18]","[""地理空间"", ""交通出行"", ""城建住房"", ""综合政务"", ""资源环境""]",,6,青易保,,时空大数据处理分析,一级审批,青岛市勘察测绘研究院,2,,面议,,12,其他,
3,,可根据用户需要定制采集任务，进行任务分发、数据采集收集、数据建库与成果交付。,1,API,,0,1,998588165831299072,"1,2,3,9,10,15,17,18","[1, 2, 3, 9, 10, 15, 17, 18]","[""地理空间"", ""交通出行"", ""教育科技"", ""公共安全"", ""城建住房"", ""综合政务"", ""农业农村"", ""资源环境""]",,6,青易保,,地理空间数据采集系统,一级审批,青岛市勘察测绘研究院,2,,面议,,12,其他,
3,,整合工商注册、税务记录、财务报表、公开舆情、行业报告等多种数据资源，运用大数据技术和机器学习算法构建企业多维度信息模型，通过不断迭代优化形成全面而精细的企业画像,2,数据集,,0,3,946812797694664704,13,[13],"[""财税金融""]",,1,青易核,,企业画像分析产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，可联系服务商,,3,青易险,
3,,对各类数据进行检查、校验、一致性处理，形成标准化数据成果。,1,API,,0,1,998589210418515968,"1,3,9,16,17,18","[1, 3, 9, 16, 17, 18]","[""地理空间"", ""教育科技"", ""公共安全"", ""安全监管"", ""农业农村"", ""资源环境""]",,6,青易保,,地理空间数据标准化系统,一级审批,青岛市勘察测绘研究院,2,,面议,,12,其他,
3,,青岛联通综合运用自身在物联网、移动互联网、云计算、大数据方面的技术优势，整合商企行业多源数据及服务能力，结合各细分领域特点，提供基于人口、位置、消费大数据的洞察和选址解决方案，从而满足不同行业用户的场景需求，为企业实体经营企业提供洞察选址加营销的应用场景指导。,2,数据集,,0,6,917138774291267584,1,[1],"[""地理空间""]",,6,青易保,,极目洞察和选址产品,二级审批,中国联合网络通信有限公司青岛市分公司,2,,按照场景、区域等报价,,12,其他,
3,,打分卡模式。从财务实力、企业品质、管理因素、运营能力、外部环境五个方面对企业综合实力进行评价打分。使用方可自主分配权重、分值。,4,数据报告,,0,1,982636338221465600,20,[20],"[""其他""]",,1,青易核,,企业综合实力评分模型,一级审批,建投数据科技（山东）有限公司,2,,按需议价,,1,青易核,
3,,基于高分辨率遥感影像或电子地图，利用专业软件，将各种带有位置描述的台账数据、文本数据、扫描图件等非空间数据进行空间化处理，转换成点、线、面等矢量数据。,2,数据集,,0,1,998581271574122496,"1,10,15,17,18,4,9,12,11,8","[1, 4, 8, 9, 10, 11, 12, 15, 17, 18]","[""地理空间"", ""文化休闲"", ""经贸工商"", ""公共安全"", ""城建住房"", ""社会民生"", ""卫生健康"", ""综合政务"", ""农业农村"", ""资源环境""]",,6,青易保,,数据空间化处理落图,一级审批,青岛市勘察测绘研究院,2,,面议,,12,其他,
3,,智能理赔调查，是商业保险客户出险报案或申请理赔（超过一定金额标准）后，保险公司依据保险合同对出险人身份、保险事故等进行核实。在获得投保人授权的基础上，智能理赔调查可在3～5秒即向保险公司返回调查结果，可降低调查成本60%以上，较传统线下调查可节省大量人力与时间，并降低风控难度。,1,API,,0,3,1000099653260468224,12,[12],"[""卫生健康""]",,2,青易信,,智能理赔调查,一级审批,北京中科江南信息技术股份有限公司,2,,面议,,5,青易查,
3,,采用四象限法，对企业缴纳社保、公积金的缴费情况及其变化趋势，预测企业软实力。,1,API,,0,4,982736228230414336,13,[13],"[""财税金融""]",,1,青易核,,公积金缴存能力模型,一级审批,建投数据科技（山东）有限公司,2,,面议,,1,青易核,
3,,联通“智慧信息” 在保护用户隐私的前提下，利用大数据建模能力和数据能力，实现围栏数据实时过滤，按照预设条件圈定目标用户，帮助客户将政策宣传、应急预警等通知精准有效地触达给目标人群，赋能数字政府和社会治理，提升基层政府治理效能和公共服务体验。,3,加密数据信息表,,0,3,917828629404991488,"5,6,4,3,2,1,7","[1, 2, 3, 4, 5, 6, 7]","[""地理空间"", ""交通出行"", ""教育科技"", ""文化休闲"", ""市场监督"", ""社保就业"", ""机构团体""]",,6,青易保,,联通智慧信息,二级审批,中国联合网络通信有限公司青岛市分公司,2,,面议,,12,其他,
3,,基于公有数据，通过企业的电气水等能源系消耗量及原燃料使用量，结合生态环境部等颁布的标准指南进行企业统计碳排放数据的计算，用户可根据企业信用代码进行企业统计排放数据的查询。,1,API,,0,5,1054026902062702592,"8,13,18,19","[8, 13, 18, 19]","[""经贸工商"", ""财税金融"", ""资源环境"", ""信用服务""]",,,,,企业统计碳排放,一级审批,宁波亿衡碳科技有限公司,2,,协商议价,,,,
3,,企业信用评分产品基于大数据技术对企业公开信息、财务报表、税务记录、司法诉讼、交易历史等多源异构数据进行深度分析和建模，输出量化的企业信用分数,1,API,,0,3,950095056703365120,"13,16,19","[13, 16, 19]","[""财税金融"", ""安全监管"", ""信用服务""]",,1,青易核,,企业信用评分产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，具体可联系服务商,,3,青易险,
3,,用户可以通过安装亿衡碳监测计量设备实现数据从计量采集到碳数据核算乃至报告出具的自动化服务，或通过在线Saas服务输入用户生产活动相关数据，结合公开数据及内部数据资源，实现产品碳足迹结果的计算及报告的出具。,4,数据报告,,0,1,1054023333964095488,"8,13,18,19","[8, 13, 18, 19]","[""经贸工商"", ""财税金融"", ""资源环境"", ""信用服务""]",,,,,产品碳足迹计算服务,一级审批,宁波亿衡碳科技有限公司,2,,协商面议,,,,
3,,省市县电商直播情况分析,4,数据报告,,0,1,54,8,[8],"[""经贸工商""]",,6,青易保,,省市县电商直播分析报告,一级审批,浪潮卓数大数据产业发展有限公司,2,,协商议价,,12,其他,
3,,实时收集和更新企业相关公开信息，并通过内置算法触发潜在风险预警信号,1,API,,0,3,946813540652703744,"13,16","[13, 16]","[""财税金融"", ""安全监管""]",,1,青易核,,动态监控预警系统产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，可联系服务商,,3,青易险,
3,,描述数据商品功能特性,4,数据报告,,0,1,45,12,[12],"[""卫生健康""]",,2,青易信,,患者分层分析与展示应用—PSA,,翼方健数,2,,需要与药企协商,,4,青易药,
3,,标注出企业注册基础信息重叠、注册基础信息相似度高、一人多企、一址多企等异常特征，给出预警提示。,1,API,,0,4,993568088090251264,"13,19","[13, 19]","[""财税金融"", ""信用服务""]",,1,青易核,,企业空壳扫描,一级审批,建投数据科技（山东）有限公司,2,,面议,,1,青易核,
3,,支持空间数据匹配落图展示，支持常用空间可视化分析图表生成。,1,API,,0,1,998593396359073792,"1,2,3,9,10,15,16,17,18","[1, 2, 3, 9, 10, 15, 16, 17, 18]","[""地理空间"", ""交通出行"", ""教育科技"", ""公共安全"", ""城建住房"", ""综合政务"", ""安全监管"", ""农业农村"", ""资源环境""]",,6,青易保,,地理空间数据可视化系统,一级审批,青岛市勘察测绘研究院,2,,面议,,12,其他,
3,,能够对接企业内部及外部多种类型的数据源，包括但不限于业务数据、市场数据、用户行为数据等，并通过先进的机器学习和大数据分析技术构建精细化的企业模型,1,API,,0,3,946815611007295488,13,[13],"[""财税金融""]",,1,青易核,,企业定制模型产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，可联系服务商,,2,青易信,
3,,根据特定客户要求，结合公开数据和内部数据资源，通过专业团队进行深度分析并编制个性化的尽职调查报告或比较分析报告,1,API,,0,3,950096950922354688,"13,9,8,5,16,19,20","[5, 8, 9, 13, 16, 19, 20]","[""市场监督"", ""经贸工商"", ""公共安全"", ""财税金融"", ""安全监管"", ""信用服务"", ""其他""]",,1,青易核,,定制化数据分析产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，具体可联系服务商,,2,青易信,
3,,本产品基于“企业行政处罚数据产品”，根据数据使用方的监控时间需求返回所有企业的行政处罚摘要信息列表。产品数据覆盖企业各类的行政处罚信息，包括但不限于工商、税务、环保、市场监管、公安、司法、证监会、水利、交通、审计、工信、水、电等领域，基本覆盖全方位的处罚数据内容。能够为银行提供全面的企业行政处罚数据参考。,1,API,,0,2,960975438174818304,"13,19","[13, 19]","[""财税金融"", ""信用服务""]",,1,青易核,,时间周期企业行政处罚列表,一级审批,深圳市银之杰科技股份有限公司,2,,协商议价,,2,青易信,
3,,基于公司公有云服务平台，通过采集工业制造业企业中对欧盟有出口贸易业务的企业展开CBAM辅助填报/代填报服务，以用户自有数据为基础，结合测量数据，并用生态环境部排放因子进行补全，指导用户完成CBAM报告填写。,4,数据报告,,0,1,1054028623195348992,"8,13,18","[8, 13, 18]","[""经贸工商"", ""财税金融"", ""资源环境""]",,,,,企业CBAM辅助填报,一级审批,宁波亿衡碳科技有限公司,2,,协商议价,,,,
3,,“企业行政处罚数据产品”是基于各地公共数据授权运营单位的公共开放数据源，收集、整理、分析和挖掘相关企业行政处罚相关数据形成的数据产品。产品数据覆盖企业各类的行政处罚信息，包括但不限于工商、税务、环保、市场监管、公安、司法、证监会、水利、交通、审计、工信、水、电等领域，基本覆盖全方位的处罚数据内容。能够为银行提供全面的企业行政处罚数据参考。,1,API,,0,2,957693247869227008,"13,19","[13, 19]","[""财税金融"", ""信用服务""]",,1,青易核,,企业处罚报告（报文信息）,二级审批,深圳市银之杰科技股份有限公司,2,,协商议价,,2,青易信,
3,,基于欧盟碳关税（CBAM）的要求，结合公开数据及内部数据资源，通过专业团队和合规平台计算得到的企业产品CBAM碳排放结果并辅助填报编制出具CBAM报告。基于用户特定需求可提供排放检测设备及数据采集服务。,4,数据报告,,0,1,1054022869218435072,"18,13,19,8","[8, 13, 18, 19]","[""经贸工商"", ""财税金融"", ""资源环境"", ""信用服务""]",,,,,欧盟碳关税（CBAM）填报及报告出具服务,一级审批,宁波亿衡碳科技有限公司,2,,协商面议,,,,
3,,基于公有数据，通过企业的电气水等能源系消耗量及原燃料使用量，结合生态环境部等颁布的标准指南进行企业统计碳排放数据的计算，并进一步核算企业现有的碳资产，用户可根据企业信用代码进行企业统计碳资产的查询。,1,API,,0,5,1054027663807029248,"8,13,18,19","[8, 13, 18, 19]","[""经贸工商"", ""财税金融"", ""资源环境"", ""信用服务""]",,,,,企业碳资产核算,一级审批,宁波亿衡碳科技有限公司,2,,协商议价,,,,
3,,集成各类监管机构公开的企业处罚信息，实现自动化的合规性核查，并预测未来可能出现的合规风险,4,数据报告,,0,1,946815216814022656,"13,16","[13, 16]","[""财税金融"", ""安全监管""]",,1,青易核,,反欺诈检测模型产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，可联系服务商,,3,青易险,
3,,基于公司公有云服务平台，通过采集工业制造业企业中对欧盟有出口贸易业务的企业展开CBAM辅助填报/代填报服务，以企业自有数据为基础，结合测量数据，并用生态环境部排放因子进行补全，形成包括源流排放、隐含碳排放等结果在内的工业制造业CBAM数据集。,4,数据报告,,0,1,1054028347394695168,"18,13,8","[8, 13, 18]","[""经贸工商"", ""财税金融"", ""资源环境""]",,,,,企业CBAM数据治理辅助服务,一级审批,宁波亿衡碳科技有限公司,2,,协商议价,,,,
3,,理赔主动报案，是商业保险客户出险时（医疗险发生门诊或住院行为），基于保险公司提前获得的客户授权，保险数据与医疗数据融合计算，输出出险结果给保险公司，以便保险公司主动提醒客户及时申请理赔，提高理赔服务和理赔效率，节省客户资金占用。,1,API,,0,3,1000102463247015936,12,[12],"[""卫生健康""]",,2,青易信,,理赔主动报案,一级审批,北京中科江南信息技术股份有限公司,2,,面议,,5,青易查,
3,,集成各类监管机构公开的企业处罚信息，实现自动化的合规性核查，并预测未来可能出现的合规风险,4,数据报告,,0,1,946814732602597376,13,[13],"[""财税金融""]",,1,青易核,,合规性核查及预测产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，可联系服务商,,3,青易险,
3,,基于车辆网大数据和GIS图面数据，通过系列算法矩阵，帮助物流相关企业可视化，自动化管控运单都途中运营情况，提供响应场景的车辆在途运输监控服务，并提供相应的预报警和业务数据汇算处理,2,数据集,,0,1,1003005267200499712,"2,15,16","[2, 15, 16]","[""交通出行"", ""综合政务"", ""安全监管""]",,3,青易险,,灵动在途可视化服务,一级审批,北京中交兴路车联网科技有限公司,2,,5000单/0.5万,,8,青易运,
3,,基于实时计算引擎分析运输全程停车点、途径城市信息，支撑调度人员管理。可追溯近6个月行程，单次最长可追溯72小时行程。能够精确反馈停车及途径城市的情况。输入车牌号，车牌颜色，车辆出发时间和到达时间，始发地，目的地，始发地坐标，目的地坐标，停车时长。返回行程节点，途径城市情况，中途停留点情况。,1,API,,0,4,1003380501279727616,"2,15,16","[2, 15, 16]","[""交通出行"", ""综合政务"", ""安全监管""]",,3,青易险,,货车运输行程服务,一级审批,北京中交兴路车联网科技有限公司,2,,1元/车/日;10元/车/月,,8,青易运,
3,,全行业，多领域，主要应用于个人信息验证。输入人像照片，返回相似度分值。,1,API,,0,4,1049002608964538368,"2,3,4,5,6,9,12,11,15,19","[2, 3, 4, 5, 6, 9, 11, 12, 15, 19]","[""交通出行"", ""教育科技"", ""文化休闲"", ""市场监督"", ""社保就业"", ""公共安全"", ""社会民生"", ""卫生健康"", ""综合政务"", ""信用服务""]",,6,青易保,,人像比对,一级审批,贵州数据宝网络科技有限公司,2,,0.23,,12,其他,
3,,基于实时计算引擎分析多车倒货停车点，分析运输过程中的中转行为。本接口提供根据用户传入的车辆车牌信息和出发/到达时间查询车辆轨迹和车辆交汇，输出车辆轨迹、停靠点和交汇点。输入车辆列表：车牌号，车牌颜色，车辆出发时间和到达时间。返回车牌号，车牌颜色，行程节点，停车情况，交汇停靠情况。,1,API,,0,4,1003384287377285120,"2,15,16","[2, 15, 16]","[""交通出行"", ""综合政务"", ""安全监管""]",,3,青易险,,货车运输中转服务,一级审批,北京中交兴路车联网科技有限公司,2,,1元/车/日;10元/车/月,,8,青易运,
3,,提供倾斜摄影数据处理生成实景三维模型的高性能运算能力。优于5cm分辨率80%/70%重叠度倾斜照片。,1,API,,0,1,998646313736769536,"1,10,15,18","[1, 10, 15, 18]","[""地理空间"", ""城建住房"", ""综合政务"", ""资源环境""]",,6,青易保,,实景三维建模运算,一级审批,青岛市勘察测绘研究院,2,,2500元/平方千米,,12,其他,
3,,全行业，多领域， 主要应用于个人信息验证，通过输入姓名、身份证号，返回信息是否一致,1,API,,0,4,1048942544404746240,"2,3,4,5,6,9,11,12,13,19","[2, 3, 4, 5, 6, 9, 11, 12, 13, 19]","[""交通出行"", ""教育科技"", ""文化休闲"", ""市场监督"", ""社保就业"", ""公共安全"", ""社会民生"", ""卫生健康"", ""财税金融"", ""信用服务""]",,6,青易保,,身份证二要素核验,一级审批,贵州数据宝网络科技有限公司,2,,0.08,,12,其他,
3,,用于平台用户注册过程身份信息验证,1,API,,0,4,1049003993982439424,"2,3,4,6,9,11,12,13,15,19","[2, 3, 4, 6, 9, 11, 12, 13, 15, 19]","[""交通出行"", ""教育科技"", ""文化休闲"", ""社保就业"", ""公共安全"", ""社会民生"", ""卫生健康"", ""财税金融"", ""综合政务"", ""信用服务""]",,6,青易保,,全网手机三要素验证,一级审批,贵州数据宝网络科技有限公司,2,,0.26,,12,其他,
3,,根据企业红黑名单、违法事件、诉讼情况、纳税等外部评价类数据，对企业进行综合打分。根据分值划分为7个等级。等级越高，综合评价越好。使用方可自主分配权重、分值。,1,API,,0,4,957662493894316032,13,[13],"[""财税金融""]",,1,青易核,,企业客户外部风评等级模型,二级审批,建投数据科技（山东）有限公司,2,,1,,1,青易核,
3,,基于地下管线数据提供横断面分析、纵断面分析、垂直净距分析、水平净距分析、爆管分析等各种分析服务；为管线设计、施工、应急抢险、风险评估等提供辅助决策。,4,数据报告,,0,1,1000014336373350400,"1,9,11,15","[1, 9, 11, 15]","[""地理空间"", ""公共安全"", ""社会民生"", ""综合政务""]",,6,青易保,,管线数据分析服务,一级审批,青岛市勘察测绘研究院,2,,10000以上，面议,,12,其他,
3,,货车运输运输节点服务，基于实时计算引擎，批量分析目的地相同的运输行为的剩余时间及距离。根据输入的车牌号，车牌颜色，始发地坐标，目的地坐标或者始发地行政区划编码，目的地行政区划编码，返回计算后的预计到达时间，已行驶距离，剩余运距等信息。,2,数据集,,0,4,1003298416594575360,"2,16,15","[2, 15, 16]","[""交通出行"", ""综合政务"", ""安全监管""]",,3,青易险,,货车运输节点服务,一级审批,北京中交兴路车联网科技有限公司,2,,0.5元/车/次;1元/车/日;10元/车/月,,8,青易运,
3,,用户采用租用的方式，安装相应的系统软件及应用软件以实现用户独享专用高性能服务器。单台云桌面/8核*32G*8G显存。,1,API,,0,6,998278174561832960,"1,10,15,18","[1, 10, 15, 18]","[""地理空间"", ""城建住房"", ""综合政务"", ""资源环境""]",,6,青易保,,GPU算力租用,一级审批,青岛市勘察测绘研究院,2,,3000元/月,,12,其他,
3,,对倾斜摄影模型进行基础轻量化处理。,1,API,,0,1,998647538301571072,"1,2,10,15,18","[1, 2, 10, 15, 18]","[""地理空间"", ""交通出行"", ""城建住房"", ""综合政务"", ""资源环境""]",,6,青易保,,实景三维数据轻量化,一级审批,青岛市勘察测绘研究院,2,,200元/平方千米,,12,其他,
3,,将企业生命周期划分为三个阶段，通过分析频度内企业社保缴费情况变化，推演一段时间内企业成长周期内的活跃程度。,1,API,,0,4,957663933698215936,13,[13],"[""财税金融""]",,1,青易核,,企业活跃度模型,二级审批,建投数据科技（山东）有限公司,2,,1,,1,青易核,
3,,"日照港库场堆存管理数据资源集承载着港口货物存储与流动的详细信息。这些数据资源集不仅为港口管理者提供了实时了解货物动态变化的窗口，更是港口优化库场布局、提高作业效率的关键所在。通过深入挖掘和分析这些堆存数据，能发挥其更大的市场价值。
日照港库场堆存管理数据资源集数据包括日期、货主、存放位置、货类-大类、货类-中类、货名（货类-小类）、昨日库存等关键信息。通过堆存数据，港口管理者可以实时了解货物的动态变化，从而优化库场布局，提高作业效率。同时，这些数据也有助于港口进行物流规划，预测货物吞吐量，为港口的发展提供有力支持。在现代港口管理中，堆存数据的准确性和实时性对于保障港口运营顺畅至关重要。",2,数据集,,0,6,980553463476576256,2,[2],"[""交通出行""]",,6,青易保,,日照港库场堆存管理数据资源集,一级审批,日照港集装箱发展有限公司,2,,500000,,12,其他,
3,,基于实时计算引擎分析运输过程中任一时点起始的最佳路线规划。根据输入的车牌号，车牌颜色，起始时间，预计到达时间，始发地坐标，目的地坐标或者始发地行政区划编码，目的地行政区划编码，返回计算后的已行驶运输线路情况，和从车辆当前到目的地的线路规划。,1,API,,0,4,1003385005681205248,"2,15,16","[2, 15, 16]","[""交通出行"", ""综合政务"", ""安全监管""]",,3,青易险,,货车运输规划服务,一级审批,北京中交兴路车联网科技有限公司,2,,1元/车/日;10元/车/月,,8,青易运,
3,,利用机器学习和人工智能技术开发出的小微企业的信贷风险评估模型，以数据对接形式对外提供，允许接入方直接调用获取评估结果,1,API,,0,3,950096534604128256,"13,16,5","[5, 13, 16]","[""市场监督"", ""财税金融"", ""安全监管""]",,1,青易核,,小微企业智能风控模型产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，具体可联系服务商,,2,青易信,
3,,产品通过收集和整理宏观经济数据、行业发展趋势、政策法规变化以及行业内企业的经营状况等信息，生成具有前瞻性和深度的行业研究报告,4,数据报告,,0,1,950095582660698112,"13,16","[13, 16]","[""财税金融"", ""安全监管""]",,1,青易核,,行业风险分析报告产品,一级审批,青岛网信信息科技有限公司,2,,按需报价，具体可联系服务商,,3,青易险,
3,,联通智慧信息-企信版是聚合联通、移动、电信三网运营商通道，向各类大中小型企事业、党政提供向用户发送验证码、通知短信、会员关怀、政务信息等短消息服务能力。通过SAAS方式/API提供服务，将指定信息发送至存量用户手机号。,3,加密数据信息表,,0,2,917847687068270592,"1,2,3,4,5,6,7","[1, 2, 3, 4, 5, 6, 7]","[""地理空间"", ""交通出行"", ""教育科技"", ""文化休闲"", ""市场监督"", ""社保就业"", ""机构团体""]",,6,青易保,,联通智慧信息-企信版,二级审批,中国联合网络通信有限公司青岛市分公司,2,,面议,,12,其他,
3,,"依托中国联通的海量数据以及大数据处理能力，在确保数据隐私安全的前提下，帮助合作伙伴核实用户联系方式变更情况、找到已经失联的存量用户最新的联系方式,通过外呼方式触达用户。",3,加密数据信息表,,0,3,917847016856240128,5,[5],"[""市场监督""]",,6,青易保,,联通智能客户寻回,二级审批,中国联合网络通信有限公司青岛市分公司,2,,面议,,12,其他,
3,,联通数睿广告致力于打造联通数科互联网广告品牌，是依托中国联通强大的大数据能力和丰富的数据资产向客户提供的线上广告投放服务。产品融合互联网数据及最优质的媒体资源，辅以专业广告策略，提供互联网广告全案产品服务。,4,数据报告,,0,1,917845989323063296,"1,2,3,4,5,6,7","[1, 2, 3, 4, 5, 6, 7]","[""地理空间"", ""交通出行"", ""教育科技"", ""文化休闲"", ""市场监督"", ""社保就业"", ""机构团体""]",,6,青易保,,联通数睿广告,一级审批,中国联合网络通信有限公司青岛市分公司,2,,面议,,12,其他,
3,,联通传媒大数据是以大数据、人工智能技术为核心的智能应用产品服务，通过互联网全量媒体信息、智能知识库，面向政府、企事业单位提供媒体检测、智能巡查、智能校对、智能检测、自动分析报告等应用软件产品及服务，赋能企业和政府的办公场景数字化、智能化转型升级；目前，传媒大数据体系包含：数言舆情及皓媒检测产品模块，后续将会有更多产品模块。,2,数据集,,0,2,917845068052578304,"1,2,3,4,5,6,7","[1, 2, 3, 4, 5, 6, 7]","[""地理空间"", ""交通出行"", ""教育科技"", ""文化休闲"", ""市场监督"", ""社保就业"", ""机构团体""]",,6,青易保,,联通传媒大数据,二级审批,中国联合网络通信有限公司青岛市分公司,2,,面议,,12,其他,
3,,联通“智游”文旅大数据报告，深度剖析文旅行业需求，依托中国联通的海量数据以及成熟的行业大数据分析处理能力，融合12301权威机构数据、旅游行业OTA数据、消费数据以及互联网数据，为文旅管理、文旅营销以及文旅服务提供数据依据以及决策支撑。,4,数据报告,,0,6,917827326964547584,"4,1","[1, 4]","[""地理空间"", ""文化休闲""]",,6,青易保,,联通“智游”文旅大数据报告,一级审批,中国联合网络通信有限公司青岛市分公司,2,,面议,,12,其他,
3,,青岛联通基于自有数据和合作数据，开发的“数盾风控”产品，面向金融机构提供贷前、贷中、贷后服务。,1,API,,0,4,917136854549938176,13,[13],"[""财税金融""]",,6,青易保,,运营商数盾风控产品,一级审批,中国联合网络通信有限公司青岛市分公司,2,,根据实际场景提供价格,,12,其他,
3,,省市县网络零售发展情况分析,4,数据报告,,0,1,911244273101737984,8,[8],"[""经贸工商""]",,6,青易保,,省市县网络零售数据分析报告,一级审批,浪潮卓数大数据产业发展有限公司,2,,协商议价,,12,其他,
3,,按月度查询地区实物行业一级类目网络零售信息，返回日期、地区名称、行业名称、当月网络零售额、累计网络零售额、及同比、环比、占本地区实物比例等信息。,1,API,,0,1,50,8,[8],"[""经贸工商""]",,6,青易保,,网络零售分实物商品大类情况,一级审批,浪潮卓数大数据产业发展有限公司,2,,协商议价,,12,其他,
3,,按月度查询地区网零TOP企业信息，返回日期、地区名称、平台名称、榜单类型、企业名称、当月网络零售额、累计网络零售额、统一社会信用代码、所在省份、所在城市、所在区县信息。,1,API,,0,1,51,8,[8],"[""经贸工商""]",,6,青易保,,网零企业排行榜数据,二级审批,浪潮卓数大数据产业发展有限公司,2,,协商议价,,12,其他,
3,,按月度查询地区农产品网零信息，返回日期、地区名称、指标类型、当月/累计农产品网络零售额、及同比、占上级地区农产品网零比例等信息。,1,API,,0,1,52,8,[8],"[""经贸工商""]",,6,青易保,,农产品网络零售整体情况,二级审批,浪潮卓数大数据产业发展有限公司,2,,协商议价,,12,其他,
